"16.01.2021","TRD140721T18",100,06,,,,,,,,,,"16.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17.01.2021","TRD140721T18",100,09,,,,,,,,,,"17.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18.01.2021","TRD140721T18",100,11,,,,,,,,,,"18.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19.01.2021","TRD140721T18",100,13,,,,,,,,,,"19.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20.01.2021","TRD140721T18",100,15,,,,,,,,,,"20.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21.01.2021","TRD140721T18",100,17,,,,,,,,,,"21.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"22.01.2021","TRD140721T18",100,19,,,,,,,,,,"22.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23.01.2021","TRD140721T18",100,22,,,,,,,,,,"23.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24.01.2021","TRD140721T18",100,24,,,,,,,,,,"24.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25.01.2021","TRD140721T18",100,26,,,,,,,,,,"25.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"26.01.2021","TRD140721T18",100,28,,,,,,,,,,"26.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27.01.2021","TRD140721T18",100,3,,,,,,,,,,"27.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"28.01.2021","TRD140721T18",100,32,,,,,,,,,,"28.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29.01.2021","TRD140721T18",100,34,,,,,,,,,,"29.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30.01.2021","TRD140721T18",100,37,,,,,,,,,,"30.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"31.01.2021","TRD140721T18",100,39,,,,,,,,,,"31.01.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1.02.2021","TRD140721T18",100,42,,,,,,,,,,"1.02.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2.02.2021","TRD140721T18",100,44,,,,,,,,,,"2.02.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"3.02.2021","TRD140721T18",100,47,,,,,,,,,,"3.02.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4.02.2021","TRD140721T18",100,49,,,,,,,,,,"4.02.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5.02.2021","TRD140721T18",100,52,,,,,,,,,,"5.02.2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
